amount,#total,#benign,#fraud,%fraud
548.5,1,0,1,100.0
1311.82,1,0,1,100.0
800.55,1,0,1,100.0
299.68,1,0,1,100.0
814.45,1,0,1,100.0
809.55,1,0,1,100.0
334.37,1,0,1,100.0
195.24,1,0,1,100.0
403.59,1,0,1,100.0
426.77,1,0,1,100.0
4490.54,1,0,1,100.0
157.02,1,0,1,100.0
646.04,1,0,1,100.0
1139.04,1,0,1,100.0
908.41,1,0,1,100.0
459.6,1,0,1,100.0
434.95,1,0,1,100.0
1392.59,1,0,1,100.0
370.54,1,0,1,100.0
310.76,1,0,1,100.0
547.66,1,0,1,100.0
200.3,1,0,1,100.0
424.32,1,0,1,100.0
428.86,1,0,1,100.0
258.76,1,0,1,100.0
165.59,1,0,1,100.0
305.06,1,0,1,100.0
293.71,1,0,1,100.0
434.17,1,0,1,100.0
656.13,1,0,1,100.0
368.79,1,0,1,100.0
224.26,1,0,1,100.0
1876.55,1,0,1,100.0
1011.0,1,0,1,100.0
157.1,1,0,1,100.0
365.18,1,0,1,100.0
437.86,1,0,1,100.0
290.68,1,0,1,100.0
687.67,1,0,1,100.0
439.34,1,0,1,100.0
495.63,1,0,1,100.0
476.54,1,0,1,100.0
407.04,1,0,1,100.0
520.52,1,0,1,100.0
668.85,1,0,1,100.0
649.14,1,0,1,100.0
600.4,1,0,1,100.0
284.73,1,0,1,100.0
333.01,1,0,1,100.0
161.99,1,0,1,100.0
764.34,1,0,1,100.0
552.89,1,0,1,100.0
565.59,1,0,1,100.0
285.8,1,0,1,100.0
339.12,1,0,1,100.0
264.98,1,0,1,100.0
635.1,1,0,1,100.0
7403.44,1,0,1,100.0
1162.11,1,0,1,100.0
1167.96,1,0,1,100.0
401.96,1,0,1,100.0
354.47,1,0,1,100.0
370.23,1,0,1,100.0
1932.47,1,0,1,100.0
3154.68,1,0,1,100.0
167.09,1,0,1,100.0
752.57,1,0,1,100.0
660.46,1,0,1,100.0
587.5,1,0,1,100.0
937.14,1,0,1,100.0
1067.76,1,0,1,100.0
426.86,1,0,1,100.0
341.71,1,0,1,100.0
416.52,1,0,1,100.0
322.85,1,0,1,100.0
624.26,1,0,1,100.0
252.95,1,0,1,100.0
588.44,1,0,1,100.0
391.75,1,0,1,100.0
749.57,1,0,1,100.0
345.54,1,0,1,100.0
3552.84,1,0,1,100.0
1557.41,1,0,1,100.0
334.21,1,0,1,100.0
520.82,1,0,1,100.0
4242.5,1,0,1,100.0
522.87,1,0,1,100.0
501.11,1,0,1,100.0
964.34,1,0,1,100.0
690.21,1,0,1,100.0
3544.77,1,0,1,100.0
2000.08,1,0,1,100.0
1614.33,1,0,1,100.0
2135.61,1,0,1,100.0
288.75,1,0,1,100.0
1025.29,1,0,1,100.0
269.08,1,0,1,100.0
370.5,1,0,1,100.0
281.6,1,0,1,100.0
274.41,1,0,1,100.0
434.92,1,0,1,100.0
448.97,1,0,1,100.0
218.54,1,0,1,100.0
779.06,1,0,1,100.0
217.5,1,0,1,100.0
202.3,1,0,1,100.0
516.87,1,0,1,100.0
272.94,1,0,1,100.0
288.76,1,0,1,100.0
1099.89,1,0,1,100.0
261.58,1,0,1,100.0
211.9,1,0,1,100.0
307.55,1,0,1,100.0
871.23,1,0,1,100.0
862.1,1,0,1,100.0
4627.78,1,0,1,100.0
1888.43,1,0,1,100.0
242.77,1,0,1,100.0
757.77,1,0,1,100.0
403.87,1,0,1,100.0
264.2,1,0,1,100.0
274.76,1,0,1,100.0
351.75,1,0,1,100.0
616.0,1,0,1,100.0
497.85,1,0,1,100.0
363.02,1,0,1,100.0
592.03,1,0,1,100.0
296.15,1,0,1,100.0
437.24,1,0,1,100.0
689.1,1,0,1,100.0
872.55,1,0,1,100.0
366.9,1,0,1,100.0
709.36,1,0,1,100.0
333.25,1,0,1,100.0
756.58,1,0,1,100.0
1006.26,1,0,1,100.0
172.97,1,0,1,100.0
383.53,1,0,1,100.0
251.8,1,0,1,100.0
558.13,1,0,1,100.0
505.98,1,0,1,100.0
626.86,1,0,1,100.0
241.59,1,0,1,100.0
237.04,1,0,1,100.0
4613.5,1,0,1,100.0
1732.1,1,0,1,100.0
759.31,1,0,1,100.0
450.3,1,0,1,100.0
732.15,1,0,1,100.0
210.15,1,0,1,100.0
908.83,1,0,1,100.0
178.37,1,0,1,100.0
679.97,1,0,1,100.0
360.83,1,0,1,100.0
419.86,1,0,1,100.0
395.92,1,0,1,100.0
855.7,1,0,1,100.0
413.93,1,0,1,100.0
372.67,1,0,1,100.0
341.73,1,0,1,100.0
458.24,1,0,1,100.0
851.65,1,0,1,100.0
303.12,1,0,1,100.0
280.89,1,0,1,100.0
697.84,1,0,1,100.0
419.73,1,0,1,100.0
411.82,1,0,1,100.0
835.45,1,0,1,100.0
183.75,1,0,1,100.0
906.96,1,0,1,100.0
1356.17,1,0,1,100.0
268.55,1,0,1,100.0
496.3,1,0,1,100.0
679.76,1,0,1,100.0
876.14,1,0,1,100.0
190.63,1,0,1,100.0
360.99,1,0,1,100.0
546.79,1,0,1,100.0
319.6,1,0,1,100.0
193.01,1,0,1,100.0
487.67,1,0,1,100.0
209.17,1,0,1,100.0
326.69,1,0,1,100.0
365.04,1,0,1,100.0
277.28,1,0,1,100.0
383.71,1,0,1,100.0
266.1,1,0,1,100.0
755.02,1,0,1,100.0
558.5,1,0,1,100.0
132.02,1,0,1,100.0
584.52,1,0,1,100.0
846.72,1,0,1,100.0
248.78,1,0,1,100.0
356.06,1,0,1,100.0
243.71,1,0,1,100.0
201.16,1,0,1,100.0
899.69,1,0,1,100.0
346.06,1,0,1,100.0
620.05,1,0,1,100.0
501.29,1,0,1,100.0
365.13,1,0,1,100.0
391.52,1,0,1,100.0
331.58,1,0,1,100.0
170.14,1,0,1,100.0
263.79,1,0,1,100.0
505.36,1,0,1,100.0
784.99,1,0,1,100.0
5496.41,1,0,1,100.0
5162.36,1,0,1,100.0
757.98,1,0,1,100.0
610.18,1,0,1,100.0
385.3,1,0,1,100.0
499.64,1,0,1,100.0
419.02,1,0,1,100.0
227.93,1,0,1,100.0
538.5,1,0,1,100.0
440.71,1,0,1,100.0
286.04,1,0,1,100.0
346.67,1,0,1,100.0
428.59,1,0,1,100.0
771.62,1,0,1,100.0
350.35,1,0,1,100.0
212.59,1,0,1,100.0
277.76,1,0,1,100.0
481.34,1,0,1,100.0
243.68,1,0,1,100.0
324.18,1,0,1,100.0
386.14,1,0,1,100.0
1201.51,1,0,1,100.0
213.33,1,0,1,100.0
915.0,1,0,1,100.0
408.38,1,0,1,100.0
3277.73,1,0,1,100.0
1045.12,1,0,1,100.0
324.55,1,0,1,100.0
285.03,1,0,1,100.0
432.93,1,0,1,100.0
262.18,1,0,1,100.0
319.12,1,0,1,100.0
526.41,1,0,1,100.0
574.31,1,0,1,100.0
854.3,1,0,1,100.0
474.99,1,0,1,100.0
798.31,1,0,1,100.0
597.59,1,0,1,100.0
158.86,1,0,1,100.0
409.33,1,0,1,100.0
1157.81,1,0,1,100.0
511.41,1,0,1,100.0
676.76,1,0,1,100.0
464.15,1,0,1,100.0
422.42,1,0,1,100.0
816.92,1,0,1,100.0
486.88,1,0,1,100.0
767.8,1,0,1,100.0
300.05,1,0,1,100.0
397.4,1,0,1,100.0
452.47,1,0,1,100.0
327.41,1,0,1,100.0
348.55,1,0,1,100.0
343.62,1,0,1,100.0
1305.35,1,0,1,100.0
146.27,1,0,1,100.0
2620.43,1,0,1,100.0
565.32,1,0,1,100.0
375.68,1,0,1,100.0
541.79,1,0,1,100.0
690.76,1,0,1,100.0
153.14,1,0,1,100.0
1053.36,1,0,1,100.0
1012.38,1,0,1,100.0
462.37,1,0,1,100.0
284.05,1,0,1,100.0
195.91,1,0,1,100.0
372.23,1,0,1,100.0
330.9,1,0,1,100.0
285.97,1,0,1,100.0
386.08,1,0,1,100.0
505.41,1,0,1,100.0
756.03,1,0,1,100.0
260.38,1,0,1,100.0
277.48,1,0,1,100.0
1310.93,1,0,1,100.0
405.38,1,0,1,100.0
338.99,1,0,1,100.0
130.31,1,0,1,100.0
870.46,1,0,1,100.0
545.73,1,0,1,100.0
166.4,1,0,1,100.0
737.51,1,0,1,100.0
457.98,1,0,1,100.0
632.85,1,0,1,100.0
329.53,1,0,1,100.0
4759.79,1,0,1,100.0
3146.85,1,0,1,100.0
431.13,1,0,1,100.0
650.14,1,0,1,100.0
1885.33,1,0,1,100.0
1083.79,1,0,1,100.0
388.79,1,0,1,100.0
649.3,1,0,1,100.0
583.99,1,0,1,100.0
322.3,1,0,1,100.0
477.2,1,0,1,100.0
1397.63,1,0,1,100.0
225.35,1,0,1,100.0
717.2,1,0,1,100.0
561.13,1,0,1,100.0
783.21,1,0,1,100.0
479.23,1,0,1,100.0
287.83,1,0,1,100.0
281.41,1,0,1,100.0
605.73,1,0,1,100.0
276.98,1,0,1,100.0
486.33,1,0,1,100.0
420.7,1,0,1,100.0
2375.15,1,0,1,100.0
759.86,1,0,1,100.0
255.61,1,0,1,100.0
169.17,1,0,1,100.0
567.14,1,0,1,100.0
167.2,1,0,1,100.0
435.12,1,0,1,100.0
458.09,1,0,1,100.0
680.93,1,0,1,100.0
285.17,1,0,1,100.0
269.68,1,0,1,100.0
483.27,1,0,1,100.0
252.25,1,0,1,100.0
277.75,1,0,1,100.0
967.32,1,0,1,100.0
194.49,1,0,1,100.0
322.01,1,0,1,100.0
320.95,1,0,1,100.0
333.41,1,0,1,100.0
377.55,1,0,1,100.0
1018.29,1,0,1,100.0
571.95,1,0,1,100.0
427.01,1,0,1,100.0
187.53,1,0,1,100.0
6405.95,1,0,1,100.0
1430.12,1,0,1,100.0
689.67,1,0,1,100.0
180.62,1,0,1,100.0
162.4,1,0,1,100.0
1110.23,1,0,1,100.0
233.65,1,0,1,100.0
625.81,1,0,1,100.0
383.0,1,0,1,100.0
532.23,1,0,1,100.0
210.51,1,0,1,100.0
159.28,1,0,1,100.0
94.53,1,0,1,100.0
381.71,1,0,1,100.0
187.25,1,0,1,100.0
363.54,1,0,1,100.0
494.54,1,0,1,100.0
6260.89,1,0,1,100.0
355.76,1,0,1,100.0
978.15,1,0,1,100.0
274.69,1,0,1,100.0
282.35,1,0,1,100.0
262.65,1,0,1,100.0
341.5,1,0,1,100.0
740.55,1,0,1,100.0
437.25,1,0,1,100.0
568.22,1,0,1,100.0
1032.14,1,0,1,100.0
466.09,1,0,1,100.0
435.07,1,0,1,100.0
291.55,1,0,1,100.0
582.75,1,0,1,100.0
797.79,1,0,1,100.0
1075.56,1,0,1,100.0
641.03,1,0,1,100.0
800.01,1,0,1,100.0
344.02,1,0,1,100.0
410.76,1,0,1,100.0
412.24,1,0,1,100.0
746.8,1,0,1,100.0
817.11,1,0,1,100.0
268.03,1,0,1,100.0
696.41,1,0,1,100.0
204.29,1,0,1,100.0
240.77,1,0,1,100.0
723.43,1,0,1,100.0
417.21,1,0,1,100.0
156.06,1,0,1,100.0
597.29,1,0,1,100.0
281.85,1,0,1,100.0
554.56,1,0,1,100.0
778.07,1,0,1,100.0
767.3,1,0,1,100.0
2501.6,1,0,1,100.0
787.4,1,0,1,100.0
228.6,1,0,1,100.0
474.97,1,0,1,100.0
624.93,1,0,1,100.0
275.08,1,0,1,100.0
244.27,1,0,1,100.0
550.66,1,0,1,100.0
631.65,1,0,1,100.0
787.14,1,0,1,100.0
695.27,1,0,1,100.0
165.0,1,0,1,100.0
299.88,1,0,1,100.0
439.08,1,0,1,100.0
528.14,1,0,1,100.0
443.6,1,0,1,100.0
3690.97,1,0,1,100.0
3422.96,1,0,1,100.0
301.97,1,0,1,100.0
706.97,1,0,1,100.0
273.75,1,0,1,100.0
476.3,1,0,1,100.0
300.58,1,0,1,100.0
4313.71,1,0,1,100.0
315.58,1,0,1,100.0
344.16,1,0,1,100.0
2956.37,1,0,1,100.0
1673.54,1,0,1,100.0
700.41,1,0,1,100.0
226.1,1,0,1,100.0
513.06,1,0,1,100.0
125.93,1,0,1,100.0
458.78,1,0,1,100.0
413.78,1,0,1,100.0
295.35,1,0,1,100.0
807.62,1,0,1,100.0
576.69,1,0,1,100.0
589.1,1,0,1,100.0
708.95,1,0,1,100.0
308.61,1,0,1,100.0
619.45,1,0,1,100.0
518.37,1,0,1,100.0
4997.46,1,0,1,100.0
785.86,1,0,1,100.0
2433.43,1,0,1,100.0
294.49,1,0,1,100.0
345.88,1,0,1,100.0
918.06,1,0,1,100.0
315.92,1,0,1,100.0
389.22,1,0,1,100.0
357.79,1,0,1,100.0
332.5,1,0,1,100.0
663.37,1,0,1,100.0
461.22,1,0,1,100.0
733.59,1,0,1,100.0
2444.86,1,0,1,100.0
284.41,1,0,1,100.0
261.82,1,0,1,100.0
392.38,1,0,1,100.0
1945.45,1,0,1,100.0
402.03,1,0,1,100.0
200.43,1,0,1,100.0
194.36,1,0,1,100.0
615.85,1,0,1,100.0
492.08,1,0,1,100.0
204.49,1,0,1,100.0
152.91,1,0,1,100.0
893.57,1,0,1,100.0
470.3,1,0,1,100.0
143.12,1,0,1,100.0
614.71,1,0,1,100.0
973.69,1,0,1,100.0
7635.41,1,0,1,100.0
356.7,1,0,1,100.0
226.91,1,0,1,100.0
769.05,1,0,1,100.0
322.72,1,0,1,100.0
752.23,1,0,1,100.0
901.73,1,0,1,100.0
669.39,1,0,1,100.0
307.03,1,0,1,100.0
552.14,1,0,1,100.0
744.23,1,0,1,100.0
702.97,1,0,1,100.0
417.7,1,0,1,100.0
229.27,1,0,1,100.0
267.74,1,0,1,100.0
247.08,1,0,1,100.0
675.54,1,0,1,100.0
436.48,1,0,1,100.0
195.69,1,0,1,100.0
405.75,1,0,1,100.0
195.49,1,0,1,100.0
1005.0,1,0,1,100.0
267.87,1,0,1,100.0
410.2,1,0,1,100.0
329.05,1,0,1,100.0
284.02,1,0,1,100.0
247.39,1,0,1,100.0
173.28,1,0,1,100.0
216.09,1,0,1,100.0
1309.23,1,0,1,100.0
494.35,1,0,1,100.0
937.28,1,0,1,100.0
735.29,1,0,1,100.0
3198.37,1,0,1,100.0
5156.24,1,0,1,100.0
344.47,1,0,1,100.0
607.79,1,0,1,100.0
798.29,1,0,1,100.0
805.35,1,0,1,100.0
428.65,1,0,1,100.0
135.63,1,0,1,100.0
430.55,1,0,1,100.0
336.99,1,0,1,100.0
400.78,1,0,1,100.0
522.43,1,0,1,100.0
523.0,1,0,1,100.0
414.11,1,0,1,100.0
417.83,1,0,1,100.0
565.66,1,0,1,100.0
325.48,1,0,1,100.0
807.79,1,0,1,100.0
473.43,1,0,1,100.0
271.56,1,0,1,100.0
2211.81,1,0,1,100.0
2850.7,1,0,1,100.0
530.38,1,0,1,100.0
534.72,1,0,1,100.0
583.01,1,0,1,100.0
269.78,1,0,1,100.0
1580.93,1,0,1,100.0
1433.83,1,0,1,100.0
443.78,1,0,1,100.0
397.43,1,0,1,100.0
253.13,1,0,1,100.0
1461.08,1,0,1,100.0
2035.16,1,0,1,100.0
528.38,1,0,1,100.0
526.22,1,0,1,100.0
189.09,1,0,1,100.0
596.56,1,0,1,100.0
428.55,1,0,1,100.0
500.37,1,0,1,100.0
393.13,1,0,1,100.0
448.72,1,0,1,100.0
233.5,1,0,1,100.0
6197.13,1,0,1,100.0
236.55,1,0,1,100.0
228.19,1,0,1,100.0
601.4,1,0,1,100.0
496.67,1,0,1,100.0
278.73,1,0,1,100.0
818.09,1,0,1,100.0
426.31,1,0,1,100.0
710.38,1,0,1,100.0
349.97,1,0,1,100.0
339.22,1,0,1,100.0
568.65,1,0,1,100.0
250.99,1,0,1,100.0
270.31,1,0,1,100.0
691.28,1,0,1,100.0
685.95,1,0,1,100.0
239.61,1,0,1,100.0
269.59,1,0,1,100.0
2143.98,1,0,1,100.0
3580.19,1,0,1,100.0
267.4,1,0,1,100.0
747.39,1,0,1,100.0
170.39,1,0,1,100.0
253.42,1,0,1,100.0
382.85,1,0,1,100.0
361.11,1,0,1,100.0
420.06,1,0,1,100.0
693.21,1,0,1,100.0
344.03,1,0,1,100.0
662.31,1,0,1,100.0
285.63,1,0,1,100.0
398.25,1,0,1,100.0
281.7,1,0,1,100.0
487.7,1,0,1,100.0
603.59,1,0,1,100.0
729.29,1,0,1,100.0
490.5,1,0,1,100.0
117.35,1,0,1,100.0
725.14,1,0,1,100.0
660.26,1,0,1,100.0
420.24,1,0,1,100.0
340.65,1,0,1,100.0
467.84,1,0,1,100.0
630.58,1,0,1,100.0
293.25,1,0,1,100.0
537.6,1,0,1,100.0
635.36,1,0,1,100.0
590.51,1,0,1,100.0
901.31,1,0,1,100.0
692.87,1,0,1,100.0
1794.47,1,0,1,100.0
1087.51,1,0,1,100.0
4050.35,1,0,1,100.0
4672.92,1,0,1,100.0
1063.75,1,0,1,100.0
548.03,1,0,1,100.0
2769.77,1,0,1,100.0
2917.95,1,0,1,100.0
655.59,1,0,1,100.0
170.85,1,0,1,100.0
440.88,1,0,1,100.0
706.74,1,0,1,100.0
157.38,1,0,1,100.0
464.74,1,0,1,100.0
363.1,1,0,1,100.0
346.66,1,0,1,100.0
357.14,1,0,1,100.0
556.76,1,0,1,100.0
360.55,1,0,1,100.0
206.65,1,0,1,100.0
152.08,1,0,1,100.0
340.21,1,0,1,100.0
256.82,1,0,1,100.0
266.29,1,0,1,100.0
671.74,1,0,1,100.0
350.66,1,0,1,100.0
448.83,1,0,1,100.0
381.83,1,0,1,100.0
193.93,1,0,1,100.0
782.65,1,0,1,100.0
277.99,1,0,1,100.0
377.47,1,0,1,100.0
450.41,1,0,1,100.0
347.14,1,0,1,100.0
552.73,1,0,1,100.0
769.76,1,0,1,100.0
106.66,1,0,1,100.0
975.26,1,0,1,100.0
686.26,1,0,1,100.0
264.47,1,0,1,100.0
312.31,1,0,1,100.0
4142.04,1,0,1,100.0
901.77,1,0,1,100.0
345.36,1,0,1,100.0
662.6,1,0,1,100.0
250.7,1,0,1,100.0
239.2,1,0,1,100.0
495.48,1,0,1,100.0
773.2,1,0,1,100.0
358.69,1,0,1,100.0
2128.9,1,0,1,100.0
204.4,1,0,1,100.0
431.7,1,0,1,100.0
683.58,1,0,1,100.0
305.98,1,0,1,100.0
380.12,1,0,1,100.0
232.53,1,0,1,100.0
660.4,1,0,1,100.0
225.42,1,0,1,100.0
295.95,1,0,1,100.0
785.06,1,0,1,100.0
2045.42,1,0,1,100.0
592.79,1,0,1,100.0
486.95,1,0,1,100.0
1097.59,1,0,1,100.0
547.64,1,0,1,100.0
435.33,1,0,1,100.0
300.22,1,0,1,100.0
258.45,1,0,1,100.0
245.07,1,0,1,100.0
289.22,1,0,1,100.0
154.47,1,0,1,100.0
716.07,1,0,1,100.0
268.74,1,0,1,100.0
782.17,1,0,1,100.0
740.18,1,0,1,100.0
1948.4,1,0,1,100.0
6679.23,1,0,1,100.0
404.11,1,0,1,100.0
403.82,1,0,1,100.0
358.37,1,0,1,100.0
352.93,1,0,1,100.0
1764.65,1,0,1,100.0
844.5,1,0,1,100.0
333.16,1,0,1,100.0
288.35,1,0,1,100.0
325.7,1,0,1,100.0
649.38,1,0,1,100.0
474.53,1,0,1,100.0
553.33,1,0,1,100.0
252.98,1,0,1,100.0
289.42,1,0,1,100.0
445.85,1,0,1,100.0
722.36,1,0,1,100.0
160.13,1,0,1,100.0
283.5,1,0,1,100.0
630.7,1,0,1,100.0
363.46,1,0,1,100.0
466.76,1,0,1,100.0
385.06,1,0,1,100.0
649.99,1,0,1,100.0
375.36,1,0,1,100.0
481.49,1,0,1,100.0
427.24,1,0,1,100.0
238.07,1,0,1,100.0
763.3,1,0,1,100.0
352.91,1,0,1,100.0
791.51,1,0,1,100.0
741.8,1,0,1,100.0
687.39,1,0,1,100.0
416.85,1,0,1,100.0
389.63,1,0,1,100.0
368.7,1,0,1,100.0
374.06,1,0,1,100.0
561.14,1,0,1,100.0
950.14,1,0,1,100.0
932.19,1,0,1,100.0
296.59,1,0,1,100.0
255.71,1,0,1,100.0
489.91,1,0,1,100.0
325.58,1,0,1,100.0
299.71,1,0,1,100.0
424.58,1,0,1,100.0
299.75,1,0,1,100.0
583.33,1,0,1,100.0
716.39,1,0,1,100.0
395.65,1,0,1,100.0
1298.08,1,0,1,100.0
598.81,1,0,1,100.0
1030.06,1,0,1,100.0
254.51,1,0,1,100.0
730.57,1,0,1,100.0
290.27,1,0,1,100.0
344.15,1,0,1,100.0
710.77,1,0,1,100.0
1030.73,1,0,1,100.0
461.05,1,0,1,100.0
248.18,1,0,1,100.0
471.95,1,0,1,100.0
253.16,1,0,1,100.0
3902.82,1,0,1,100.0
2360.38,1,0,1,100.0
168.93,1,0,1,100.0
252.2,1,0,1,100.0
367.57,1,0,1,100.0
363.36,1,0,1,100.0
712.79,1,0,1,100.0
881.97,1,0,1,100.0
178.04,1,0,1,100.0
327.1,1,0,1,100.0
454.09,1,0,1,100.0
863.03,1,0,1,100.0
844.13,1,0,1,100.0
574.75,1,0,1,100.0
981.26,1,0,1,100.0
1558.71,1,0,1,100.0
2241.69,1,0,1,100.0
171.66,1,0,1,100.0
1210.72,1,0,1,100.0
4711.7,1,0,1,100.0
228.15,1,0,1,100.0
666.45,1,0,1,100.0
163.99,1,0,1,100.0
566.61,1,0,1,100.0
331.63,1,0,1,100.0
393.99,1,0,1,100.0
570.63,1,0,1,100.0
366.7,1,0,1,100.0
557.33,1,0,1,100.0
461.55,1,0,1,100.0
1284.7,1,0,1,100.0
587.03,1,0,1,100.0
1143.5,1,0,1,100.0
1016.79,1,0,1,100.0
2011.86,1,0,1,100.0
2481.62,1,0,1,100.0
632.79,1,0,1,100.0
539.39,1,0,1,100.0
185.66,1,0,1,100.0
559.65,1,0,1,100.0
594.47,1,0,1,100.0
382.9,1,0,1,100.0
344.54,1,0,1,100.0
189.11,1,0,1,100.0
280.02,1,0,1,100.0
282.98,1,0,1,100.0
359.04,1,0,1,100.0
251.64,1,0,1,100.0
248.51,1,0,1,100.0
983.98,1,0,1,100.0
1191.55,1,0,1,100.0
211.24,1,0,1,100.0
305.84,1,0,1,100.0
176.71,1,0,1,100.0
187.63,1,0,1,100.0
243.12,1,0,1,100.0
458.68,1,0,1,100.0
2967.02,1,0,1,100.0
340.37,1,0,1,100.0
761.66,1,0,1,100.0
350.98,1,0,1,100.0
348.86,1,0,1,100.0
475.7,1,0,1,100.0
290.36,1,0,1,100.0
381.39,1,0,1,100.0
242.96,1,0,1,100.0
137.46,1,0,1,100.0
302.59,1,0,1,100.0
2112.57,1,0,1,100.0
338.54,1,0,1,100.0
246.81,1,0,1,100.0
2013.58,1,0,1,100.0
2261.67,1,0,1,100.0
315.38,1,0,1,100.0
648.79,1,0,1,100.0
230.58,1,0,1,100.0
183.31,1,0,1,100.0
422.62,1,0,1,100.0
469.75,1,0,1,100.0
707.21,1,0,1,100.0
208.16,1,0,1,100.0
338.52,1,0,1,100.0
682.65,1,0,1,100.0
708.31,1,0,1,100.0
197.38,1,0,1,100.0
445.08,1,0,1,100.0
316.17,1,0,1,100.0
446.37,1,0,1,100.0
261.15,1,0,1,100.0
274.07,1,0,1,100.0
362.14,1,0,1,100.0
358.79,1,0,1,100.0
196.67,1,0,1,100.0
287.11,1,0,1,100.0
423.01,1,0,1,100.0
620.77,1,0,1,100.0
469.14,1,0,1,100.0
690.89,1,0,1,100.0
1043.81,1,0,1,100.0
393.71,1,0,1,100.0
695.01,1,0,1,100.0
791.26,1,0,1,100.0
335.21,1,0,1,100.0
225.07,1,0,1,100.0
364.84,1,0,1,100.0
335.55,1,0,1,100.0
308.68,1,0,1,100.0
1115.92,1,0,1,100.0
3525.98,1,0,1,100.0
599.56,1,0,1,100.0
175.46,1,0,1,100.0
418.19,1,0,1,100.0
555.38,1,0,1,100.0
576.47,1,0,1,100.0
467.0,1,0,1,100.0
462.97,1,0,1,100.0
944.1,1,0,1,100.0
397.5,1,0,1,100.0
161.94,1,0,1,100.0
960.66,1,0,1,100.0
650.62,1,0,1,100.0
1848.68,1,0,1,100.0
682.86,1,0,1,100.0
2430.96,1,0,1,100.0
5244.58,1,0,1,100.0
152.33,1,0,1,100.0
922.16,1,0,1,100.0
364.52,1,0,1,100.0
344.72,1,0,1,100.0
191.12,1,0,1,100.0
325.68,1,0,1,100.0
319.23,1,0,1,100.0
289.69,1,0,1,100.0
137.94,1,0,1,100.0
224.5,1,0,1,100.0
4433.48,1,0,1,100.0
2546.2,1,0,1,100.0
275.55,1,0,1,100.0
701.3,1,0,1,100.0
131.14,1,0,1,100.0
318.06,1,0,1,100.0
222.07,1,0,1,100.0
326.54,1,0,1,100.0
332.81,1,0,1,100.0
347.67,1,0,1,100.0
672.91,1,0,1,100.0
369.85,1,0,1,100.0
839.41,1,0,1,100.0
464.78,1,0,1,100.0
760.26,1,0,1,100.0
354.79,1,0,1,100.0
895.59,1,0,1,100.0
189.32,1,0,1,100.0
741.99,1,0,1,100.0
265.16,1,0,1,100.0
216.45,1,0,1,100.0
482.35,1,0,1,100.0
377.44,1,0,1,100.0
298.33,1,0,1,100.0
674.13,1,0,1,100.0
509.84,1,0,1,100.0
531.31,1,0,1,100.0
2610.81,1,0,1,100.0
645.02,1,0,1,100.0
993.27,1,0,1,100.0
681.3,1,0,1,100.0
386.24,1,0,1,100.0
263.61,1,0,1,100.0
267.75,1,0,1,100.0
882.15,1,0,1,100.0
513.71,1,0,1,100.0
280.8,1,0,1,100.0
374.32,1,0,1,100.0
659.07,1,0,1,100.0
335.06,1,0,1,100.0
130.78,1,0,1,100.0
670.02,1,0,1,100.0
322.65,1,0,1,100.0
779.3,1,0,1,100.0
341.88,1,0,1,100.0
664.01,1,0,1,100.0
929.49,1,0,1,100.0
366.59,1,0,1,100.0
848.78,1,0,1,100.0
629.73,1,0,1,100.0
184.9,1,0,1,100.0
200.72,1,0,1,100.0
402.09,1,0,1,100.0
168.48,1,0,1,100.0
354.92,1,0,1,100.0
512.27,1,0,1,100.0
472.79,1,0,1,100.0
303.65,1,0,1,100.0
223.06,1,0,1,100.0
353.72,1,0,1,100.0
233.94,1,0,1,100.0
555.93,1,0,1,100.0
475.06,1,0,1,100.0
772.01,1,0,1,100.0
766.5,1,0,1,100.0
291.4,1,0,1,100.0
420.81,1,0,1,100.0
275.67,1,0,1,100.0
560.36,1,0,1,100.0
1473.49,1,0,1,100.0
3060.24,1,0,1,100.0
336.3,1,0,1,100.0
639.88,1,0,1,100.0
184.24,1,0,1,100.0
709.63,1,0,1,100.0
459.48,1,0,1,100.0
365.64,1,0,1,100.0
3803.33,1,0,1,100.0
2568.55,1,0,1,100.0
463.96,1,0,1,100.0
373.82,1,0,1,100.0
196.26,1,0,1,100.0
219.96,1,0,1,100.0
361.95,1,0,1,100.0
398.19,1,0,1,100.0
459.84,1,0,1,100.0
331.39,1,0,1,100.0
289.92,1,0,1,100.0
773.61,1,0,1,100.0
137.82,1,0,1,100.0
1412.63,1,0,1,100.0
3796.16,1,0,1,100.0
5739.93,1,0,1,100.0
1455.29,1,0,1,100.0
1963.11,1,0,1,100.0
422.21,1,0,1,100.0
351.2,1,0,1,100.0
383.25,1,0,1,100.0
652.07,1,0,1,100.0
457.24,1,0,1,100.0
655.15,1,0,1,100.0
457.82,1,0,1,100.0
773.49,1,0,1,100.0
380.08,1,0,1,100.0
586.76,1,0,1,100.0
386.49,1,0,1,100.0
594.24,1,0,1,100.0
233.75,1,0,1,100.0
985.14,1,0,1,100.0
214.87,1,0,1,100.0
177.19,1,0,1,100.0
200.38,1,0,1,100.0
237.26,1,0,1,100.0
536.1,1,0,1,100.0
248.48,1,0,1,100.0
339.51,1,0,1,100.0
388.42,1,0,1,100.0
958.53,1,0,1,100.0
321.77,1,0,1,100.0
1658.57,1,0,1,100.0
408.9,1,0,1,100.0
542.7,1,0,1,100.0
858.85,1,0,1,100.0
278.4,1,0,1,100.0
