customer,#total,#benign,#fraud,%fraud
'C1480193980',155,151,4,2.5806451612903225
'C1372042334',155,151,4,2.5806451612903225
'C746862122',117,114,3,2.564102564102564
'C49864446',78,76,2,2.564102564102564
'C1734862058',39,38,1,2.564102564102564
'C1949984685',158,154,4,2.5316455696202533
'C1520919939',158,154,4,2.5316455696202533
'C1944878458',79,77,2,2.5316455696202533
'C150587559',119,116,3,2.5210084033613445
'C612230385',119,116,3,2.5210084033613445
'C1691073795',159,155,4,2.515723270440252
'C168710517',160,156,4,2.5
'C846596637',80,78,2,2.5
'C1284327050',80,78,2,2.5
'C1754160937',40,39,1,2.5
'C1906259613',161,157,4,2.484472049689441
'C2104407126',161,157,4,2.484472049689441
'C1971736578',121,118,3,2.479338842975207
'C2136422351',162,158,4,2.4691358024691357
'C2085186254',122,119,3,2.459016393442623
'C1013313546',164,160,4,2.4390243902439024
'C85388733',123,120,3,2.4390243902439024
'C2028528769',165,161,4,2.4242424242424243
'C1952580233',124,121,3,2.4193548387096775
'C2126563017',124,121,3,2.4193548387096775
'C1307336396',166,162,4,2.4096385542168677
'C1080813886',83,81,2,2.4096385542168677
'C632538178',83,81,2,2.4096385542168677
'C571876967',125,122,3,2.4
'C1136643517',168,164,4,2.380952380952381
'C1855338494',168,164,4,2.380952380952381
'C595459074',126,123,3,2.380952380952381
'C1407087523',84,82,2,2.380952380952381
'C1333401746',84,82,2,2.380952380952381
'C1376256048',84,82,2,2.380952380952381
'C1992185297',84,82,2,2.380952380952381
'C57136184',169,165,4,2.366863905325444
'C1125717761',169,165,4,2.366863905325444
'C1358079072',127,124,3,2.3622047244094486
'C186516178',127,124,3,2.3622047244094486
'C181787207',170,166,4,2.3529411764705883
'C915430510',170,166,4,2.3529411764705883
'C859628493',170,166,4,2.3529411764705883
'C1171622243',170,166,4,2.3529411764705883
'C499760818',85,83,2,2.3529411764705883
'C1545573016',85,83,2,2.3529411764705883
'C1051712338',171,167,4,2.3391812865497075
'C577335130',171,167,4,2.3391812865497075
'C944695695',171,167,4,2.3391812865497075
'C353985741',171,167,4,2.3391812865497075
'C2027310658',129,126,3,2.3255813953488373
'C576597517',129,126,3,2.3255813953488373
'C595076943',86,84,2,2.3255813953488373
'C2087715408',174,170,4,2.2988505747126435
'C555482626',174,170,4,2.2988505747126435
'C575345520',87,85,2,2.2988505747126435
'C111678629',87,85,2,2.2988505747126435
'C512338137',176,172,4,2.272727272727273
'C1321173882',176,172,4,2.272727272727273
'C1060270098',176,172,4,2.272727272727273
'C667215072',176,172,4,2.272727272727273
'C55178455',132,129,3,2.272727272727273
'C145208657',88,86,2,2.272727272727273
'C1965185304',88,86,2,2.272727272727273
'C117112395',177,173,4,2.2598870056497176
'C993027768',177,173,4,2.2598870056497176
'C260927654',133,130,3,2.2556390977443606
'C1242334684',133,130,3,2.2556390977443606
'C748358246',178,174,4,2.247191011235955
'C306641104',89,87,2,2.247191011235955
'C1487582791',134,131,3,2.2388059701492535
'C1524019070',179,175,4,2.2346368715083798
'C744859144',179,175,4,2.2346368715083798
'C759940472',179,175,4,2.2346368715083798
'C404075543',135,132,3,2.2222222222222223
'C132520837',90,88,2,2.2222222222222223
'C226946948',136,133,3,2.2058823529411766
'C430016376',91,89,2,2.197802197802198
'C2092733799',183,179,4,2.185792349726776
'C78631448',46,45,1,2.1739130434782608
'C800272493',186,182,4,2.1505376344086025
'C119537158',140,137,3,2.142857142857143
'C288727438',140,137,3,2.142857142857143
'C1993791093',140,137,3,2.142857142857143
'C926672832',140,137,3,2.142857142857143
'C2117244434',140,137,3,2.142857142857143
'C86186949',187,183,4,2.13903743315508
'C1788210321',141,138,3,2.127659574468085
'C73726310',141,138,3,2.127659574468085
'C728432657',141,138,3,2.127659574468085
'C1617547021',94,92,2,2.127659574468085
'C1147973334',94,92,2,2.127659574468085
'C913841043',47,46,1,2.127659574468085
'C915739806',47,46,1,2.127659574468085
'C2033860682',47,46,1,2.127659574468085
'C327430270',142,139,3,2.112676056338028
'C739658140',142,139,3,2.112676056338028
'C1134333439',142,139,3,2.112676056338028
'C339075311',142,139,3,2.112676056338028
'C680687990',95,93,2,2.1052631578947367
'C1073865173',95,93,2,2.1052631578947367
'C1158029630',95,93,2,2.1052631578947367
'C771874671',143,140,3,2.097902097902098
'C365096731',143,140,3,2.097902097902098
'C880299982',144,141,3,2.083333333333333
'C1564693206',144,141,3,2.083333333333333
'C2008562542',96,94,2,2.083333333333333
'C1101433185',96,94,2,2.083333333333333
'C1232725180',48,47,1,2.083333333333333
'C1721990514',48,47,1,2.083333333333333
'C1478081031',145,142,3,2.0689655172413794
'C1392676510',97,95,2,2.0618556701030926
'C37682628',147,144,3,2.0408163265306123
'C1648492699',147,144,3,2.0408163265306123
'C719449879',98,96,2,2.0408163265306123
'C1134229140',98,96,2,2.0408163265306123
'C408598280',98,96,2,2.0408163265306123
'C289653430',49,48,1,2.0408163265306123
'C1746579125',148,145,3,2.027027027027027
'C1910153505',99,97,2,2.0202020202020203
'C1871125244',99,97,2,2.0202020202020203
'C1629621972',99,97,2,2.0202020202020203
'C1085056650',149,146,3,2.013422818791946
'C1007572087',150,147,3,2.0
'C136606306',150,147,3,2.0
'C1233405214',50,49,1,2.0
'C946935568',50,49,1,2.0
'C103240070',151,148,3,1.9867549668874174
'C789852022',151,148,3,1.9867549668874174
'C1279785305',151,148,3,1.9867549668874174
'C283266984',101,99,2,1.9801980198019802
'C1346358504',152,149,3,1.9736842105263157
'C965421722',152,149,3,1.9736842105263157
'C954359387',102,100,2,1.9607843137254901
'C1239184141',51,50,1,1.9607843137254901
'C1452053500',103,101,2,1.9417475728155338
'C1499241933',103,101,2,1.9417475728155338
'C974315171',156,153,3,1.9230769230769231
'C143498560',156,153,3,1.9230769230769231
'C381446674',157,154,3,1.910828025477707
'C102364766',157,154,3,1.910828025477707
'C1920498287',157,154,3,1.910828025477707
'C252625411',105,103,2,1.9047619047619049
'C1290724680',105,103,2,1.9047619047619049
'C1964602402',158,155,3,1.89873417721519
'C908162687',158,155,3,1.89873417721519
'C1763371495',159,156,3,1.8867924528301887
'C1568308501',159,156,3,1.8867924528301887
'C1923945958',106,104,2,1.8867924528301887
'C995746715',106,104,2,1.8867924528301887
'C1979396384',53,52,1,1.8867924528301887
'C1370669821',160,157,3,1.875
'C1767839998',160,157,3,1.875
'C2078039202',107,105,2,1.8691588785046727
'C1607323693',107,105,2,1.8691588785046727
'C837031785',162,159,3,1.8518518518518516
'C1861455727',162,159,3,1.8518518518518516
'C725705195',162,159,3,1.8518518518518516
'C1734948367',162,159,3,1.8518518518518516
'C1022713215',162,159,3,1.8518518518518516
'C439977323',108,106,2,1.8518518518518516
'C928481238',108,106,2,1.8518518518518516
'C809339851',108,106,2,1.8518518518518516
'C1269288419',108,106,2,1.8518518518518516
'C813786166',108,106,2,1.8518518518518516
'C217572786',54,53,1,1.8518518518518516
'C1413412440',109,107,2,1.834862385321101
'C1820624068',109,107,2,1.834862385321101
'C792765429',109,107,2,1.834862385321101
'C95082443',109,107,2,1.834862385321101
'C2057462116',164,161,3,1.8292682926829267
'C1860405125',164,161,3,1.8292682926829267
'C628112283',164,161,3,1.8292682926829267
'C588937224',165,162,3,1.8181818181818181
'C1584366693',165,162,3,1.8181818181818181
'C278501873',110,108,2,1.8181818181818181
'C825622087',110,108,2,1.8181818181818181
'C354729496',110,108,2,1.8181818181818181
'C450548035',166,163,3,1.8072289156626504
'C1567385001',166,163,3,1.8072289156626504
'C1201848792',166,163,3,1.8072289156626504
'C1117403153',166,163,3,1.8072289156626504
'C1928005021',166,163,3,1.8072289156626504
'C660232446',111,109,2,1.8018018018018018
'C756645719',167,164,3,1.7964071856287425
'C295362058',167,164,3,1.7964071856287425
'C351880818',167,164,3,1.7964071856287425
'C53497422',167,164,3,1.7964071856287425
'C1482659693',168,165,3,1.7857142857142856
'C1413774656',168,165,3,1.7857142857142856
'C128008012',168,165,3,1.7857142857142856
'C1668825144',168,165,3,1.7857142857142856
'C2008428493',168,165,3,1.7857142857142856
'C417225282',112,110,2,1.7857142857142856
'C154987119',112,110,2,1.7857142857142856
'C629942205',56,55,1,1.7857142857142856
'C150820973',169,166,3,1.7751479289940828
'C576545848',169,166,3,1.7751479289940828
'C1791793827',170,167,3,1.7647058823529411
'C605859862',170,167,3,1.7647058823529411
'C1182825160',170,167,3,1.7647058823529411
'C1962291095',171,168,3,1.7543859649122806
'C2100466386',171,168,3,1.7543859649122806
'C1253245889',114,112,2,1.7543859649122806
'C1249070059',114,112,2,1.7543859649122806
'C1058785965',57,56,1,1.7543859649122806
'C1050458046',172,169,3,1.744186046511628
'C1680004438',172,169,3,1.744186046511628
'C23049140',172,169,3,1.744186046511628
'C1562991705',172,169,3,1.744186046511628
'C792341594',172,169,3,1.744186046511628
'C949319027',172,169,3,1.744186046511628
'C1107442215',172,169,3,1.744186046511628
'C906611945',172,169,3,1.744186046511628
'C1289219178',172,169,3,1.744186046511628
'C1609197353',115,113,2,1.7391304347826086
'C1992960127',173,170,3,1.7341040462427744
'C1293579037',173,170,3,1.7341040462427744
'C1174735331',173,170,3,1.7341040462427744
'C570913468',173,170,3,1.7341040462427744
'C176878772',173,170,3,1.7341040462427744
'C843090653',174,171,3,1.7241379310344827
'C1092769857',174,171,3,1.7241379310344827
'C538394574',116,114,2,1.7241379310344827
'C1836308269',117,115,2,1.7094017094017095
'C599638364',117,115,2,1.7094017094017095
'C480951921',176,173,3,1.7045454545454544
'C483485800',176,173,3,1.7045454545454544
'C532292379',176,173,3,1.7045454545454544
'C678697032',176,173,3,1.7045454545454544
'C1573211398',118,116,2,1.694915254237288
'C1215440829',118,116,2,1.694915254237288
'C1734879586',178,175,3,1.6853932584269662
'C1338932459',119,117,2,1.680672268907563
'C1069635670',119,117,2,1.680672268907563
'C1933075111',119,117,2,1.680672268907563
'C586511331',119,117,2,1.680672268907563
'C852586467',119,117,2,1.680672268907563
'C208514238',179,176,3,1.675977653631285
'C1988407051',120,118,2,1.6666666666666667
'C1200311106',120,118,2,1.6666666666666667
'C1605182199',120,118,2,1.6666666666666667
'C1975322645',120,118,2,1.6666666666666667
'C1360806205',60,59,1,1.6666666666666667
'C694265356',181,178,3,1.6574585635359116
'C1763624260',181,178,3,1.6574585635359116
'C227356089',181,178,3,1.6574585635359116
'C1561307190',121,119,2,1.6528925619834711
'C1360481565',182,179,3,1.6483516483516485
'C676229147',183,180,3,1.639344262295082
'C1597422235',183,180,3,1.639344262295082
'C1927346472',122,120,2,1.639344262295082
'C238162071',122,120,2,1.639344262295082
'C1558803570',184,181,3,1.6304347826086956
'C1242770016',123,121,2,1.6260162601626018
'C1720679886',124,122,2,1.6129032258064515
'C864252220',124,122,2,1.6129032258064515
'C1715900756',124,122,2,1.6129032258064515
'C764950264',62,61,1,1.6129032258064515
'C1385354747',125,123,2,1.6
'C1771706228',125,123,2,1.6
'C1324001180',127,125,2,1.574803149606299
'C1799589925',127,125,2,1.574803149606299
'C1546278193',128,126,2,1.5625
'C1622016247',64,63,1,1.5625
'C172707110',129,127,2,1.550387596899225
'C2011875751',130,128,2,1.5384615384615385
'C425397379',65,64,1,1.5384615384615385
'C1196357413',131,129,2,1.5267175572519083
'C1771537982',131,129,2,1.5267175572519083
'C836959718',132,130,2,1.5151515151515151
'C1671770086',132,130,2,1.5151515151515151
'C1828416123',66,65,1,1.5151515151515151
'C897612698',66,65,1,1.5151515151515151
'C1780824451',133,131,2,1.5037593984962405
'C1394454342',136,134,2,1.4705882352941175
'C581581060',136,134,2,1.4705882352941175
'C2128712024',136,134,2,1.4705882352941175
'C1850870588',136,134,2,1.4705882352941175
'C190521845',136,134,2,1.4705882352941175
'C1728647108',68,67,1,1.4705882352941175
'C1122303126',68,67,1,1.4705882352941175
'C615816786',137,135,2,1.4598540145985401
'C877486986',138,136,2,1.4492753623188406
'C1304555023',138,136,2,1.4492753623188406
'C405614551',69,68,1,1.4492753623188406
'C2075157607',139,137,2,1.4388489208633095
'C271457213',140,138,2,1.4285714285714286
'C662836745',140,138,2,1.4285714285714286
'C92426600',70,69,1,1.4285714285714286
'C1361248894',70,69,1,1.4285714285714286
'C1523854098',141,139,2,1.4184397163120568
'C826715503',142,140,2,1.4084507042253522
'C1017941602',142,140,2,1.4084507042253522
'C999393223',142,140,2,1.4084507042253522
'C1033736586',142,140,2,1.4084507042253522
'C1561544871',142,140,2,1.4084507042253522
'C1018153896',144,142,2,1.3888888888888888
'C1990341771',144,142,2,1.3888888888888888
'C34441666',144,142,2,1.3888888888888888
'C1592279480',144,142,2,1.3888888888888888
'C880450043',72,71,1,1.3888888888888888
'C411345215',145,143,2,1.3793103448275863
'C77017704',145,143,2,1.3793103448275863
'C1298891864',145,143,2,1.3793103448275863
'C1501124312',145,143,2,1.3793103448275863
'C1202775726',145,143,2,1.3793103448275863
'C1236533874',145,143,2,1.3793103448275863
'C1426006139',146,144,2,1.36986301369863
'C1082594377',146,144,2,1.36986301369863
'C626467543',146,144,2,1.36986301369863
'C1087227796',146,144,2,1.36986301369863
'C1432825682',146,144,2,1.36986301369863
'C447056233',146,144,2,1.36986301369863
'C1355509614',73,72,1,1.36986301369863
'C1739468858',73,72,1,1.36986301369863
'C261466841',147,145,2,1.3605442176870748
'C963460752',147,145,2,1.3605442176870748
'C777971561',148,146,2,1.3513513513513513
'C1597977404',148,146,2,1.3513513513513513
'C2088631865',148,146,2,1.3513513513513513
'C1242686524',74,73,1,1.3513513513513513
'C1516949785',74,73,1,1.3513513513513513
'C1656381290',74,73,1,1.3513513513513513
'C171345183',149,147,2,1.342281879194631
'C1100289413',149,147,2,1.342281879194631
'C2136008441',149,147,2,1.342281879194631
'C1847494890',150,148,2,1.3333333333333335
'C841747618',150,148,2,1.3333333333333335
'C241071592',75,74,1,1.3333333333333335
'C700553509',75,74,1,1.3333333333333335
'C870503362',151,149,2,1.3245033112582782
'C1179217322',152,150,2,1.3157894736842104
'C702798720',152,150,2,1.3157894736842104
'C684162308',76,75,1,1.3157894736842104
'C2041168843',76,75,1,1.3157894736842104
'C566582492',154,152,2,1.2987012987012987
'C399875163',154,152,2,1.2987012987012987
'C394469483',154,152,2,1.2987012987012987
'C719598710',77,76,1,1.2987012987012987
'C279399121',77,76,1,1.2987012987012987
'C762614808',155,153,2,1.2903225806451613
'C1248026439',156,154,2,1.282051282051282
'C1463356115',156,154,2,1.282051282051282
'C71746980',78,77,1,1.282051282051282
'C2040640036',157,155,2,1.2738853503184715
'C1372889664',157,155,2,1.2738853503184715
'C299734038',157,155,2,1.2738853503184715
'C2037338028',157,155,2,1.2738853503184715
'C1454671890',157,155,2,1.2738853503184715
'C914488986',158,156,2,1.2658227848101267
'C1057813963',158,156,2,1.2658227848101267
'C1702053445',158,156,2,1.2658227848101267
'C1028995887',79,78,1,1.2658227848101267
'C944711585',79,78,1,1.2658227848101267
'C1466730207',159,157,2,1.257861635220126
'C267593624',159,157,2,1.257861635220126
'C194016923',160,158,2,1.25
'C723217997',160,158,2,1.25
'C799349963',160,158,2,1.25
'C1100570635',160,158,2,1.25
'C506520283',162,160,2,1.2345679012345678
'C936435497',162,160,2,1.2345679012345678
'C236932311',81,80,1,1.2345679012345678
'C199664659',81,80,1,1.2345679012345678
'C751491447',81,80,1,1.2345679012345678
'C718801730',163,161,2,1.2269938650306749
'C207575907',163,161,2,1.2269938650306749
'C802146030',164,162,2,1.2195121951219512
'C1189224644',164,162,2,1.2195121951219512
'C1195893546',164,162,2,1.2195121951219512
'C859741683',164,162,2,1.2195121951219512
'C1981040988',82,81,1,1.2195121951219512
'C322786133',82,81,1,1.2195121951219512
'C1014313887',165,163,2,1.2121212121212122
'C1870872671',166,164,2,1.2048192771084338
'C1336232196',166,164,2,1.2048192771084338
'C1038722314',166,164,2,1.2048192771084338
'C529033504',83,82,1,1.2048192771084338
'C696806398',167,165,2,1.1976047904191618
'C481773197',167,165,2,1.1976047904191618
'C1517707344',167,165,2,1.1976047904191618
'C1651395634',167,165,2,1.1976047904191618
'C68881864',167,165,2,1.1976047904191618
'C486996910',167,165,2,1.1976047904191618
'C207380283',168,166,2,1.1904761904761905
'C2091583256',168,166,2,1.1904761904761905
'C1432312197',168,166,2,1.1904761904761905
'C656851338',168,166,2,1.1904761904761905
'C1272326382',168,166,2,1.1904761904761905
'C1205257074',168,166,2,1.1904761904761905
'C1906711479',168,166,2,1.1904761904761905
'C343535530',84,83,1,1.1904761904761905
'C637831009',169,167,2,1.183431952662722
'C1480799932',169,167,2,1.183431952662722
'C1589138432',169,167,2,1.183431952662722
'C911078435',169,167,2,1.183431952662722
'C1897313368',169,167,2,1.183431952662722
'C1214582637',169,167,2,1.183431952662722
'C1581709798',169,167,2,1.183431952662722
'C23740594',169,167,2,1.183431952662722
'C312053639',169,167,2,1.183431952662722
'C187514477',170,168,2,1.1764705882352942
'C373567366',170,168,2,1.1764705882352942
'C1160118068',170,168,2,1.1764705882352942
'C2005372528',170,168,2,1.1764705882352942
'C381528901',170,168,2,1.1764705882352942
'C435572486',85,84,1,1.1764705882352942
'C1253760419',85,84,1,1.1764705882352942
'C559852072',85,84,1,1.1764705882352942
'C1159406873',171,169,2,1.1695906432748537
'C998690782',171,169,2,1.1695906432748537
'C1345265337',171,169,2,1.1695906432748537
'C484268062',172,170,2,1.1627906976744187
'C180936571',172,170,2,1.1627906976744187
'C2138823885',172,170,2,1.1627906976744187
'C1245363669',172,170,2,1.1627906976744187
'C957324981',172,170,2,1.1627906976744187
'C507179979',172,170,2,1.1627906976744187
'C1120165888',86,85,1,1.1627906976744187
'C48179336',86,85,1,1.1627906976744187
'C1828909550',86,85,1,1.1627906976744187
'C1154631581',173,171,2,1.1560693641618496
'C121713128',173,171,2,1.1560693641618496
'C987677028',173,171,2,1.1560693641618496
'C2074563683',173,171,2,1.1560693641618496
'C170002529',173,171,2,1.1560693641618496
'C841956493',173,171,2,1.1560693641618496
'C1769927077',174,172,2,1.1494252873563218
'C433481742',174,172,2,1.1494252873563218
'C927766810',174,172,2,1.1494252873563218
'C855942730',174,172,2,1.1494252873563218
'C530444699',174,172,2,1.1494252873563218
'C1703739582',174,172,2,1.1494252873563218
'C343512101',174,172,2,1.1494252873563218
'C1142956269',87,86,1,1.1494252873563218
'C1191069340',87,86,1,1.1494252873563218
'C940412764',87,86,1,1.1494252873563218
'C1148635270',87,86,1,1.1494252873563218
'C534961358',175,173,2,1.1428571428571428
'C11453786',175,173,2,1.1428571428571428
'C1814131114',175,173,2,1.1428571428571428
'C1175684338',175,173,2,1.1428571428571428
'C658175205',175,173,2,1.1428571428571428
'C1186894186',175,173,2,1.1428571428571428
'C719205737',176,174,2,1.1363636363636365
'C461156176',176,174,2,1.1363636363636365
'C2021849962',176,174,2,1.1363636363636365
'C1548142512',176,174,2,1.1363636363636365
'C2043823425',176,174,2,1.1363636363636365
'C1350409226',176,174,2,1.1363636363636365
'C864655240',177,175,2,1.1299435028248588
'C719332132',177,175,2,1.1299435028248588
'C39112485',177,175,2,1.1299435028248588
'C1122835446',177,175,2,1.1299435028248588
'C1564260047',178,176,2,1.1235955056179776
'C284165615',178,176,2,1.1235955056179776
'C436675602',178,176,2,1.1235955056179776
'C1980881901',178,176,2,1.1235955056179776
'C823847346',89,88,1,1.1235955056179776
'C1512732275',179,177,2,1.1173184357541899
'C706685788',179,177,2,1.1173184357541899
'C1132392725',90,89,1,1.1111111111111112
'C1638237205',181,179,2,1.1049723756906076
'C1506066038',181,179,2,1.1049723756906076
'C413242191',182,180,2,1.098901098901099
'C997029022',92,91,1,1.0869565217391304
'C1890779401',92,91,1,1.0869565217391304
'C548185127',94,93,1,1.0638297872340425
'C1149893807',94,93,1,1.0638297872340425
'C1963238862',95,94,1,1.0526315789473684
'C2144330803',95,94,1,1.0526315789473684
'C645539039',95,94,1,1.0526315789473684
'C2117326082',95,94,1,1.0526315789473684
'C607062277',96,95,1,1.0416666666666665
'C2013867948',96,95,1,1.0416666666666665
'C376073938',96,95,1,1.0416666666666665
'C1018979501',98,97,1,1.0204081632653061
'C1216919532',98,97,1,1.0204081632653061
'C651594350',99,98,1,1.0101010101010102
'C1593769010',99,98,1,1.0101010101010102
'C833126375',99,98,1,1.0101010101010102
'C1331123896',99,98,1,1.0101010101010102
'C937166633',100,99,1,1.0
'C1096642744',100,99,1,1.0
'C626305923',101,100,1,0.9900990099009901
'C506565122',101,100,1,0.9900990099009901
'C512928735',101,100,1,0.9900990099009901
'C589097761',101,100,1,0.9900990099009901
'C449262890',102,101,1,0.9803921568627451
'C1607207670',102,101,1,0.9803921568627451
'C417650106',102,101,1,0.9803921568627451
'C1177926954',105,104,1,0.9523809523809524
'C1819552999',105,104,1,0.9523809523809524
'C456338836',106,105,1,0.9433962264150944
'C447736219',106,105,1,0.9433962264150944
'C1388933025',107,106,1,0.9345794392523363
'C1489294793',107,106,1,0.9345794392523363
'C602498884',107,106,1,0.9345794392523363
'C1533664211',107,106,1,0.9345794392523363
'C971838371',108,107,1,0.9259259259259258
'C858160484',108,107,1,0.9259259259259258
'C707769587',108,107,1,0.9259259259259258
'C570277915',108,107,1,0.9259259259259258
'C1760524265',109,108,1,0.9174311926605505
'C1058213633',109,108,1,0.9174311926605505
'C2027052970',110,109,1,0.9090909090909091
'C653084813',111,110,1,0.9009009009009009
'C1019678929',112,111,1,0.8928571428571428
'C1155259690',113,112,1,0.8849557522123894
'C1023694383',113,112,1,0.8849557522123894
'C1497135910',113,112,1,0.8849557522123894
'C943088790',114,113,1,0.8771929824561403
'C1537903478',114,113,1,0.8771929824561403
'C1535009453',115,114,1,0.8695652173913043
'C360122873',115,114,1,0.8695652173913043
'C730142143',115,114,1,0.8695652173913043
'C1881495517',115,114,1,0.8695652173913043
'C346030769',116,115,1,0.8620689655172413
'C773517519',116,115,1,0.8620689655172413
'C1642374729',118,117,1,0.847457627118644
'C614111561',119,118,1,0.8403361344537815
'C111217068',119,118,1,0.8403361344537815
'C1019071188',120,119,1,0.8333333333333334
'C900337975',120,119,1,0.8333333333333334
'C1869939691',120,119,1,0.8333333333333334
'C1170049298',120,119,1,0.8333333333333334
'C1506293914',121,120,1,0.8264462809917356
'C831378949',121,120,1,0.8264462809917356
'C1069648311',121,120,1,0.8264462809917356
'C908646797',121,120,1,0.8264462809917356
'C999723254',122,121,1,0.819672131147541
'C1033416330',123,122,1,0.8130081300813009
'C1632035340',124,123,1,0.8064516129032258
'C1308910127',124,123,1,0.8064516129032258
'C1710387865',124,123,1,0.8064516129032258
'C1159279360',124,123,1,0.8064516129032258
'C1892148523',125,124,1,0.8
'C1890075917',125,124,1,0.8
'C193924578',126,125,1,0.7936507936507936
'C95356',126,125,1,0.7936507936507936
'C1134533551',126,125,1,0.7936507936507936
'C324498528',127,126,1,0.7874015748031495
'C528985379',128,127,1,0.78125
'C1273015960',130,129,1,0.7692307692307693
'C1040405455',130,129,1,0.7692307692307693
'C985780492',131,130,1,0.7633587786259541
'C1000148617',131,130,1,0.7633587786259541
'C1360225709',132,131,1,0.7575757575757576
'C1018783569',132,131,1,0.7575757575757576
'C1386324281',132,131,1,0.7575757575757576
'C1965496749',133,132,1,0.7518796992481203
'C1802714004',133,132,1,0.7518796992481203
'C1100361227',133,132,1,0.7518796992481203
'C428024823',133,132,1,0.7518796992481203
'C1981764666',134,133,1,0.7462686567164178
'C1256072323',134,133,1,0.7462686567164178
'C1013199152',134,133,1,0.7462686567164178
'C521087514',135,134,1,0.7407407407407408
'C578700012',135,134,1,0.7407407407407408
'C573104116',135,134,1,0.7407407407407408
'C2044438336',135,134,1,0.7407407407407408
'C241463462',135,134,1,0.7407407407407408
'C351144071',136,135,1,0.7352941176470588
'C1381700589',136,135,1,0.7352941176470588
'C1978080967',136,135,1,0.7352941176470588
'C1731138845',137,136,1,0.7299270072992701
'C1159034982',137,136,1,0.7299270072992701
'C1327677398',137,136,1,0.7299270072992701
'C1038329920',137,136,1,0.7299270072992701
'C2120153320',138,137,1,0.7246376811594203
'C1311947724',138,137,1,0.7246376811594203
'C918933783',138,137,1,0.7246376811594203
'C465037281',140,139,1,0.7142857142857143
'C2087230127',140,139,1,0.7142857142857143
'C1670883164',141,140,1,0.7092198581560284
'C2060778761',141,140,1,0.7092198581560284
'C673994225',141,140,1,0.7092198581560284
'C951578955',141,140,1,0.7092198581560284
'C848738212',141,140,1,0.7092198581560284
'C1867566140',142,141,1,0.7042253521126761
'C1887326984',142,141,1,0.7042253521126761
'C272748313',143,142,1,0.6993006993006993
'C379301962',143,142,1,0.6993006993006993
'C849342403',143,142,1,0.6993006993006993
'C1896828249',144,143,1,0.6944444444444444
'C1082769360',144,143,1,0.6944444444444444
'C1078351181',145,144,1,0.6896551724137931
'C599293124',146,145,1,0.684931506849315
'C1045652139',146,145,1,0.684931506849315
'C2130327838',146,145,1,0.684931506849315
'C1959396051',147,146,1,0.6802721088435374
'C1530773220',148,147,1,0.6756756756756757
'C189823798',150,149,1,0.6666666666666667
'C466569235',150,149,1,0.6666666666666667
'C1108787528',151,150,1,0.6622516556291391
'C2075935351',152,151,1,0.6578947368421052
'C1110919755',152,151,1,0.6578947368421052
'C638119430',152,151,1,0.6578947368421052
'C1459810780',153,152,1,0.6535947712418301
'C187965576',153,152,1,0.6535947712418301
'C1780497356',153,152,1,0.6535947712418301
'C1670516684',153,152,1,0.6535947712418301
'C813128680',154,153,1,0.6493506493506493
'C1166075201',154,153,1,0.6493506493506493
'C739589782',154,153,1,0.6493506493506493
'C1529207541',155,154,1,0.6451612903225806
'C1057259459',155,154,1,0.6451612903225806
'C1908932714',155,154,1,0.6451612903225806
'C1229114783',155,154,1,0.6451612903225806
'C1475799889',156,155,1,0.641025641025641
'C399777042',156,155,1,0.641025641025641
'C1943108967',156,155,1,0.641025641025641
'C1456029725',156,155,1,0.641025641025641
'C20239039',156,155,1,0.641025641025641
'C1068772542',156,155,1,0.641025641025641
'C1838948302',157,156,1,0.6369426751592357
'C1214279601',157,156,1,0.6369426751592357
'C407936671',157,156,1,0.6369426751592357
'C1610565169',157,156,1,0.6369426751592357
'C1955375790',158,157,1,0.6329113924050633
'C918659260',158,157,1,0.6329113924050633
'C427983732',159,158,1,0.628930817610063
'C2030210340',159,158,1,0.628930817610063
'C1385406679',159,158,1,0.628930817610063
'C801797246',159,158,1,0.628930817610063
'C1800696439',160,159,1,0.625
'C665566426',160,159,1,0.625
'C1193034305',160,159,1,0.625
'C1201696181',160,159,1,0.625
'C1158875335',160,159,1,0.625
'C810134226',160,159,1,0.625
'C2051145244',161,160,1,0.6211180124223602
'C658256470',161,160,1,0.6211180124223602
'C1862240946',161,160,1,0.6211180124223602
'C1547689237',161,160,1,0.6211180124223602
'C1078316853',161,160,1,0.6211180124223602
'C1772071898',161,160,1,0.6211180124223602
'C1075787773',161,160,1,0.6211180124223602
'C1514271157',161,160,1,0.6211180124223602
'C1037622786',162,161,1,0.6172839506172839
'C1188590334',162,161,1,0.6172839506172839
'C1335108214',162,161,1,0.6172839506172839
'C1543824543',162,161,1,0.6172839506172839
'C83651461',163,162,1,0.6134969325153374
'C30336615',163,162,1,0.6134969325153374
'C23582994',163,162,1,0.6134969325153374
'C1866572071',163,162,1,0.6134969325153374
'C203163727',163,162,1,0.6134969325153374
'C1808385426',163,162,1,0.6134969325153374
'C1846578588',164,163,1,0.6097560975609756
'C1368210201',164,163,1,0.6097560975609756
'C1126112663',164,163,1,0.6097560975609756
'C1511497789',164,163,1,0.6097560975609756
'C352261908',164,163,1,0.6097560975609756
'C1039390058',164,163,1,0.6097560975609756
'C17589297',164,163,1,0.6097560975609756
'C262282046',164,163,1,0.6097560975609756
'C2110878299',164,163,1,0.6097560975609756
'C893276958',164,163,1,0.6097560975609756
'C1234470601',164,163,1,0.6097560975609756
